app_id,game_title,developer,review_id,reviewer,review_title,review_text,review_rating,review_date,review_version,country,cleaned_review,pain_point_id,cluster_id
6748084174,Smash Fest!,Flow Games Bilisim Yazilim ve Pazarlama Anonim Sirketi,14397577922,AdBlock 1,Great game!,"This is a great game, but there are too many ads. Guys! Disable ads by going to setting, apps, smash fest, and disable cellular data. Play the game with wifi them turn wifi off. Now it's ad-free!",1,2026-08-07 04:37:53+00:00,575,US,this but there are too many ads guys disable ads going setting smash fest and disable cellular data the with wifi them turn wifi off now it's ad-free,2,3
6748084174,Smash Fest!,Flow Games Bilisim Yazilim ve Pazarlama Anonim Sirketi,14396892377,Snapdragon63,To many ads,Ads are way to frequent,1,2026-08-07 00:07:23+00:00,575,US,ads are way frequent,2,3
6748084174,Smash Fest!,Flow Games Bilisim Yazilim ve Pazarlama Anonim Sirketi,14396461475,Ozonedoc,Watch out!!,"Well, I like and enjoy this game very much, I am very concerned about the ads they permit on their site. I’ve checked them out and for example while Silver is selling at over $50 an ounce there are several different advertisers trying to sell collectible silver dollars from the 1800s for only five dollars a silver dollar. These and other ads they have are bogus, trying to just get your information, credit card numbers, etc. for illegal use. I am very fine with having ads on these game sites, but I expect the owners of the site out who they permit to advertise, it is their responsibility. When these ads stop, I will change my star rating.",1,2026-08-06 21:18:13+00:00,568,US,well and enjoy this very much very concerned about the ads they permit their site checked them out and for example while silver selling over ounce there are several different advertisers trying sell collectible silver dollars from the for only five dollars silver dollar these and other ads they have are bogus trying your information credit card numbers etc for illegal use very fine with having ads these sites but expect the owners the site out who they permit advertise their responsibility when these ads stop will change star rating,2,3
6752672568,Block Out! - Color Sort Puzzle,Grand Games A.Ş.,14401162328,Bobfhilly joe the 5,Terrible once you get into it,"The beginning is fun and satisfying but as things get harder and harder, you can’t play normally. You have to buy things and wait for add ons. It’s because the timers legitimately make certain levels impossible. I tried memorizing the exact moves for some levels and I did it as fast as possible and it was physically impossible unless I used certain features or paid to get past the level. It’s fun to start but once things get harder it’s straight up annoying and an ad fest.",1,2026-08-08 02:13:45+00:00,801,US,the beginning fun and satisfying but harder and harder you can normally you have buy and wait for add ons because the timers legitimately certain levels impossible tried memorizing the exact moves for some levels and did fast possible and was physically impossible unless used certain features paid past the level fun start but once harder straight annoying and fest,4,17
6752672568,Block Out! - Color Sort Puzzle,Grand Games A.Ş.,14401039626,GamerGirl90s,Okay but.. Ads,"This game was fun up until level 204, which is when they start inundating you with Ads and they’re not optional. If this game continued to not have ads or had optional Ads like to continue the level I could understand; but there’s no bypass so it’s just annoying and makes me no longer want to play. So I will be offloading this game. If you don’t mind ads enjoy, but if you don’t like ads, I would skip if I were you.",2,2026-08-08 01:25:42+00:00,801,US,this was fun until level which when they start inundating you with ads and they not optional this continued not have ads had optional ads continue the level could understand but there bypass annoying and longer will offloading this you don mind ads enjoy but you don ads would skip were you,2,17
6752672568,Block Out! - Color Sort Puzzle,Grand Games A.Ş.,14400623733,Phoenix 4655,It’s not that good,"It SAYS no ads and yet whenever I play it I get a lot of ads and on most levels there is not enough time to give too
 To even think about what to do it’s as if you have to remember every possible thing which ends up taking several attempts per level",2,2026-08-07 22:40:15+00:00,801,US,says ads and yet whenever lot ads and most levels there not enough give too even think about what you have remember every possible which ends taking several attempts per level,2,17
6752672568,Block Out! - Color Sort Puzzle,Grand Games A.Ş.,14400478598,PRJustinM,Ads,Now there’s Ads! What a bummer.,1,2026-08-07 21:43:06+00:00,801,US,now there ads what bummer,2,17
6752672568,Block Out! - Color Sort Puzzle,Grand Games A.Ş.,14397754098,Noneyabydness,Needs more time,Some of these games takes me days to complete because an easy level that takes 1 minute and 20 seconds to complete is not the same as one that’s difficult asf I’m ready to uninstall this,2,2026-08-07 05:55:49+00:00,801,US,some these takes days complete because easy level that takes minute and seconds complete not the same one that difficult asf ready uninstall this,4,17
6752672568,Block Out! - Color Sort Puzzle,Grand Games A.Ş.,14396984990,Stone 0788,Ads,"Wasn’t a bad game for passing time, until they incorporated ads. Now you can’t do anything without an ad. Deleted",1,2026-08-07 00:43:14+00:00,801,US,wasn for passing until they incorporated ads now you can anything without deleted,2,17
6752672568,Block Out! - Color Sort Puzzle,Grand Games A.Ş.,14395991654,Marph5,Interesting game,Requires spatial and critical thinking. I hate timed games. I’m happy to play and figure out how to move the blocks but not when it’s timed,2,2026-08-06 18:33:05+00:00,801,US,requires spatial and critical thinking hate timed happy and figure out how move the blocks but not when timed,6,17
6752672568,Block Out! - Color Sort Puzzle,Grand Games A.Ş.,14395311191,Apperently entertaining,Stressful,"Not enough time, games should be relaxing",1,2026-08-06 15:04:20+00:00,801,US,not enough should relaxing,6,17
6752672568,Block Out! - Color Sort Puzzle,Grand Games A.Ş.,14394771217,UnknwnSysError,Time limit,There’s a short time limit unlike the ads advertised 1/5,1,2026-08-06 12:27:32+00:00,801,US,there short limit unlike the ads advertised,2,17
6752672568,Block Out! - Color Sort Puzzle,Grand Games A.Ş.,14394643309,Jjdubbs121582,Ads are 18+,Gameplay is fine but constant ads. My biggest complaint is the ads are xxx in nature. Can’t let my kid play this game unless he wants to see an AI s*x model wanting to perform or@l on you in between levels,1,2026-08-06 11:46:43+00:00,801,US,gameplay fine but constant ads biggest complaint the ads are xxx nature can let kid this unless wants see model wanting perform you between levels,2,17
6752672568,Block Out! - Color Sort Puzzle,Grand Games A.Ş.,14394512915,xVNess,Obvious Money Grab,"While the game is fun and challenging, it’s obvious that this was built more for money making over gameplay. Lack of endless/untimed play, can’t replay levels simply bc you enjoyed them, average coins per win is 40 yet a retry costs 900-1900 coins. This is a gamified ATM.",2,2026-08-06 11:02:38+00:00,801,US,while the fun and challenging obvious that this was built more for money over gameplay lack endless untimed can replay levels simply you enjoyed them average coins per win yet retry costs coins this gamified atm,4,17
6752672568,Block Out! - Color Sort Puzzle,Grand Games A.Ş.,14390854266,bottleknocker 22,Spend money and watch ads,Game is fun until you get at a level that you can’t clear without spending money and you get nothing but ads.  Stay away from,1,2026-08-05 13:02:13+00:00,801,US,fun until you level that you can clear without spending money and you nothing but ads stay away from,4,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14402602156,StressedCamper,Pointless,"The game is fun but the ads are excessive. I need to watch an ad to go to the main menu, to restart (I just close the app and open it up again), to go to the next level. It’s a lot. Plus these new horror merge game ads are not it. A lot of these ads have to do with women being stalked or in harms way and it won’t let you move on unless you interact with the game ad",1,2026-08-08 12:16:40+00:00,1.6.0,US,the fun but the ads are excessive need watch the main menu restart close the and open again the next level lot plus these new horror merge ads are not lot these ads have with women being stalked harms way and won let you move unless you interact with the,2,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14400952199,Film_Director,Garbage,"This is strictly a pay to win trap. They create puzzles that drag on so slow and work you into impossible scenarios, where you have to watch ads or buy stuff. Uninstalled and forgotten. Don’t waste your time.",1,2026-08-08 00:51:30+00:00,1.6.0,US,this strictly pay win trap they create puzzles that drag slow and work you into impossible scenarios where you have watch ads buy stuff uninstalled and forgotten don waste your,0,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14400609999,Wio50,Too many ads!!!,"I had to delete the game because it had way too many ads. I couldn’t even make two or three moves before it interrupted me again. It’s really disrespectful to players and fans of these kinds of games. Honestly, it’s irresponsible and rude.",1,2026-08-07 22:34:47+00:00,1.6.0,US,had delete the because had way too many ads couldn even two three moves before interrupted again disrespectful and fans these kinds honestly irresponsible and rude,2,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14400441586,Verditec,In app purchases - beware!,I purchased the starter pack. Virtually received an opportunity to bypass one time.  The very next game they increased the cost of the inappropriate “gold” purchase.  So my real money. Had no real value.    Play the game four or five times and delete.  Could be a great game.,1,2026-08-07 21:28:54+00:00,1.6.0,US,purchased the starter pack virtually received opportunity bypass one the very next they increased the cost the inappropriate gold purchase real money had real value the four five and delete could,1,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14400441433,A_mandolinPs127:3-5,Mostly Ads,"This game could be fun, but the makers are just trying to make money. There are more ads than playtime. If you make a mistake in the game, you have to watch ads before you can try again from the beginning. It could be a fun puzzle to figure out, but there is guesswork involved sometimes. When you pick the wrong car, you fail the level and have to watch more ads before you can try again. 

They have help options on display at the bottom, but you can’t earn them by playing. You can’t earn anything except another turn by watching more ads. I am so tired of the ads. I am leaving this review and deleting this game.",2,2026-08-07 21:28:50+00:00,1.6.0,US,this could fun but the makers are trying money there are more ads than playtime you mistake the you have watch ads before you can try again from the beginning could fun puzzle figure out but there guesswork involved sometimes when you pick the wrong car you fail the level and have watch more ads before you can try again they have help options display the bottom but you can earn them you can earn anything except another turn watching more ads tired the ads leaving this review and deleting this,2,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14400327765,Kderbs,Way too many adds,"I just want to match and destress, there are way too many lengthy adds. I’m stuck right now watching an add every 15 seconds trying to free a stupid fire truck. Every 15 seconds is a bit excessive, enough for me to stop and find another game.",1,2026-08-07 20:45:38+00:00,1.6.0,US,match and destress there are way too many lengthy adds stuck right now watching add every seconds trying free stupid fire truck every seconds bit excessive enough for stop and find another,8,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14399851128,Inja.Mane,Now need to pay extra coins and too many ads,It used to be 80 coins to shuffle and to sort and 100 coins for VIP. Now it is ridiculously 200 and 250 coins. Why the heck is it so much now?,2,2026-08-07 17:58:46+00:00,1.6.0,US,used coins shuffle and sort and coins for vip now ridiculously and coins why the heck much now,6,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14398826966,bradyky16,So many ads,"It’s a good game but you have to watch very long ad before each time you play a round.. meaning after you pass a level, you watch an ad. If you fail a level and want to retry, must watch another ad, etc. it’s infuriating.",1,2026-08-07 12:51:56+00:00,1.6.0,US,but you have watch very long before each you round meaning after you pass level you watch you fail level and retry must watch another etc infuriating,4,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14398728166,Beepodi,No thank you,Another sort slop game designed to shove ads in your face.,1,2026-08-07 12:21:01+00:00,1.6.0,US,another sort slop designed shove ads your face,2,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14398699445,mindyabuizzzz,Game is great ads are ridiculous,120 second ad for a hint that may not work. 3 seconds of game play need another hint cause the last hint didn’t work? Another 120 seconds ad. Game over?It says take a break. Another long ad. These ads are overkill. I watch more ads than actually play the game. The game is fun but not worth all the long ads. Shorten the ads to 30 seconds and it’s worthbit,2,2026-08-07 12:11:49+00:00,1.6.0,US,second for hint that may not work seconds need another hint cause the last hint didn work another seconds over says take break another long these ads are overkill watch more ads than actually the the fun but not worth all the long ads shorten the ads seconds and worthbit,2,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14398285794,Mc user,Can’t play if you’re color blind,Disappointed that the colors don’t match at all when I have color filters ON on my iPhone. I liked the game and not many ads for a game. Hope developers can fix their colors.,1,2026-08-07 09:42:44+00:00,1.6.0,US,disappointed that the colors don match all when have color filters liked the and not many ads for hope developers can fix their colors,7,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14397716152,No wordsmith,No color?,Is this game really start out with no color on the passengers?  Guessing is not fun.  It’s a waste.,1,2026-08-07 05:38:44+00:00,1.6.0,US,this start out with color the passengers guessing not fun waste,6,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14397241770,Fleurdebeast,Deceiving,"The game requires you to watch ads or use your currency to win some levels. But it doesn’t tell you…so you’re basically playing dark souls on hard more with some of these levels and don’t even know you CAN’T win.
Very deceiving and stupid. At least give me a hint or tell me some levels require spending more or ad watching…",1,2026-08-07 02:20:27+00:00,1.6.0,US,the requires you watch ads use your currency win some levels but doesn tell you you basically dark souls hard more with some these levels and don even know you can win very deceiving and stupid least give hint tell some levels require spending more watching,4,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14396653738,fitzpatie,Fun game,"I had played this before downloading it when the ads would pop up. I could wait to download and play it. After a few rounds, you couldn’t get any colors you need without watching an ad. The ads are relentless! They are so long, the screw game I swear is 3 minutes long. I have now deleted it which is disappointing. Please do better.",2,2026-08-06 22:32:42+00:00,1.6.0,US,had this before downloading when the ads would pop could wait download and after few rounds you couldn any colors you need without watching the ads are relentless they are long the screw swear minutes long have now deleted which disappointing please better,2,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14396617625,Mrs_Jvs,Fun but,The game is fun but lately it starts making you open more parking spaces when it’s not even necessary. It’s pretty irritating.,2,2026-08-06 22:18:32+00:00,1.6.0,US,the fun but lately starts you open more parking spaces when not even necessary pretty irritating,6,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14396438324,PuzlFan,"Ads, ads, & more ads","At first the ads don’t seem to be too obnoxious but as the game progresses the only way to advance is to watch another ad. Oh, yes, it is totally your choice to watch another ad, then between rounds it says “Take a Break” and it shows the same frustrating ad as it has for the past hour. The parking lot is very deliberately designed to be impossible to clear without watching yet another ad or two. I’m now into complete ad fatigue and may not even care if I ever see this game again.",2,2026-08-06 21:09:37+00:00,1.6.0,US,first the ads don seem too obnoxious but the progresses the only way advance watch another yes totally your choice watch another then between rounds says take break and shows the same frustrating has for the past hour the parking lot very deliberately designed impossible clear without watching yet another two now into complete fatigue and may not even care ever see this again,6,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14396414817,G37hotshot,Frustrating,"I recently downloaded this game but I have not been able to free up any of the extra spots or anything that requires you to watch an ad or pay by coins because those ads never go away and let me earn the spaces or extra features. So I can’t advance very far in the game. In others, the ads hang around for several minutes and then an X appears for you to close it and return to the game. None of the ads will close so I have to shut the whole thing down and restart the game. And yes, I’ve re-downloaded it and refreshed and updated.",2,2026-08-06 21:00:57+00:00,1.6.0,US,recently downloaded this but have not been able free any the extra spots anything that requires you watch pay coins because those ads never away and let earn the spaces extra features can advance very far the others the ads hang around for several minutes and then appears for you close and return the none the ads will close have shut the whole down and restart the and yes re-downloaded and refreshed and updated,2,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14396316698,Gusss_,Ads,If you love ads after every level this game is for you .,1,2026-08-06 20:25:22+00:00,1.6.0,US,you ads after every level this for you,2,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14396207810,BBLOSE69,Wayyyyyy too many ads,Stops you in the middle  of the game and tells you times up,2,2026-08-06 19:46:35+00:00,1.6.0,US,stops you the middle the and tells you,6,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14396150681,Jalys of Yonde,.,"ADS too long! Game fun, but reward ads extremely long (>2 min). Content will repeat 4-5 times. Spend more time watching ads than playing. Deleting game for this reason.",2,2026-08-06 19:26:47+00:00,1.6.0,US,ads too long fun but reward ads extremely long min content will repeat spend more watching ads than deleting for this reason,2,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14395927611,izz_115,Do not play this game!!!,"If you don’t put money into it, you can’t even play",1,2026-08-06 18:11:52+00:00,1.6.0,US,you don put money into you can even,1,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14395546440,Gabruski,Unsolvable levels,I’ve noticed as I’ve progressed that some levels are unobtainable without watching adds or buying perks. Level 75 is so blatantly unsolvable. This is clearly a cheat way to get people to watch adds so they can play the game. It’s disgusting,1,2026-08-06 16:12:33+00:00,1.6.0,US,noticed progressed that some levels are unobtainable without watching adds buying perks level blatantly unsolvable this clearly cheat way people watch adds they can the disgusting,8,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14395042694,toomanyhoursontheroad,"Glitchy, buggy","Good game, but full of glitchy ads. I’ve deleted and reinstalled four times. I’m about to give up and look at something similar.",2,2026-08-06 13:48:07+00:00,1.6.0,US,but full glitchy ads deleted and reinstalled four about give and look something similar,2,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14394616719,Zoeysgirl,Glitches,This game was fun until it starts making you watch an ad saying you’re out of spaces when there are clearly multiple open spaces available. Really annoying,2,2026-08-06 11:38:02+00:00,1.6.0,US,this was fun until starts you watch saying you out spaces when there are clearly multiple open spaces available annoying,6,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14394507080,jungleBoy10000000,WAY Too many commercials!,"It’s a cool game, but whoever is running this game put so many commercials in it that it makes it not worth it at all! I never write a review, but I don’t think I’ve ever played a game with more commercials than this game",2,2026-08-06 11:00:40+00:00,1.6.0,US,cool but whoever running this put many commercials that not worth all never write review but don think ever with more commercials than this,3,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14394095497,theshameisreal,So many adds,"Toooo many adds, it’s like the game wants to need help and watch the adds it sucks . They don’t even give you options fr fr",1,2026-08-06 08:19:03+00:00,1.6.0,US,toooo many adds the wants need help and watch the adds sucks they don even give you options,8,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14393485381,Giant Dummy,Gamer,Love the game and played it a lot. The more I played the advertising increased with no way to mute adds sounds. Then the game would tell me I was out of moves when I had moves with more adds. Had to delete.,2,2026-08-06 03:55:35+00:00,1.6.0,US,the and lot the more the advertising increased with way mute adds sounds then the would tell was out moves when had moves with more adds had delete,8,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14393019913,EB24,Mostly Ads interrupted by brief spurts of gaming,"Title says it all.  Start a level. Get an ad. Click on a bonus. Get an ad.  Win a level. Get an ad.  Lose a level. Get an ad. And some of these ads are literally minutes long.  Do you feel how frustrated you are getting reading this repetitive, boring review?   Do you understand metaphor?   Good idea for a puzzle game.  Terrible execution.",1,2026-08-06 00:56:39+00:00,1.6.0,US,title says all start level click bonus win level lose level and some these ads are literally minutes long you feel how frustrated you are reading this repetitive boring review you understand metaphor idea for puzzle terrible execution,4,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14392699024,Gogogumdrops,don’t bother,you get past a certain level and tube only way to beat it is by watching a ton of ads or paying money,1,2026-08-05 22:51:24+00:00,1.6.0,US,you past certain level and tube only way beat watching ton ads paying money,4,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14392493163,Kalkan650,Meh,Thought this game would allow some playing without having to watch ads after just 2 moves.  The cars are facing the wrong direction in almost every level - too dependent on add watching - no fun,1,2026-08-05 21:31:23+00:00,1.6.0,US,thought this would allow some without having watch ads after moves the cars are facing the wrong direction almost every level too dependent add watching fun,4,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14392102590,TarToner5,Fun but too many ads,It started great til later on in levels now you get a ad every retry or new level. Ignorant. Will delete off now. I could see ad every 3 or 4 retry’s but not everyone.,2,2026-08-05 19:12:42+00:00,1.6.0,US,started til later levels now you every retry new level ignorant will delete off now could see every retry but not everyone,4,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14390751325,StedDOOM,Deleted,"Perfectly fine puzzle game until you reach level 115. Deleted after consulting multiple YouTube videos proving that the level cannot be beat without using power ups. It’s bad enough the game is already a way to churn out ads between every single level. If you can’t solve the puzzle with the pieces provided, it’s not a puzzle, it’s a sham.",1,2026-08-05 12:31:25+00:00,1.6.0,US,perfectly fine puzzle until you reach level deleted after consulting multiple youtube videos proving that the level cannot beat without using power ups enough the already way churn out ads between every single level you can solve the puzzle with the pieces provided not puzzle sham,4,17
6759763476,Bus Traffic Fever!,"GOODROID,Inc.",14390449661,jigga10000,Fun until not,Got to level 36 and it kept saying I didn’t have any free spaces when I did. Kept watching ads to get past it and eventually I was told I lost the round when I didn’t,2,2026-08-05 10:53:02+00:00,1.6.0,US,level and kept saying didn have any free spaces when did kept watching ads past and eventually was told lost the round when didn,4,17
431946152,Roblox,Roblox Corporation,14402674215,Naine42,Horrible updates,"Play everyday but genuinely the updates are getting worse. Examples can be the age group chat thingies, something that was supposed to avoid pedos to interact with kids actually easier to talk to them. Another thing is just the classic faces not being the same as it used to be. These updates are just getting worse and worse each time, please fix this.",2,2026-08-08 12:40:49+00:00,2.731.942,US,everyday but genuinely the updates are worse examples can the age group chat thingies something that was supposed avoid pedos interact with kids actually easier talk them another the classic faces not being the same used these updates are worse and worse each please fix this,7,8
431946152,Roblox,Roblox Corporation,14402619240,reerewdwdwdw,AI and the updates,"First off the AI, it is tagging me for no reason second the updates you have right now are literal garbage like why are you asking for our ID,drivers license, third isnt this game supposed to play with millions of games? Then why the hell are there even age restrictions in certain games, fourth chatting with others was literally one of the main aspects of Roblox because communication is how we can have friends and besides even if there are some 18+ people you can already censor what they say,fifth you never look into games thst have several bugs and glitches, in fact you barely pay attention to hackers, sixth we all asked for the oof sound to be back and all of us are grateful but we asked for commutation and you decide not to listen,seventh most of the times we get banned for no reason just because we said something such as “shut up” and we get banned for about 3 days and lastly that pisses me off so much, you don’t even bat an eye about e daters,hackers,bullies and when someone says the most simplest thing to exist you just tag us, so please remove some of these, I’m not asking for all but just some",1,2026-08-08 12:22:28+00:00,2.731.942,US,first off the tagging for reason second the updates you have right now are literal garbage why are you asking for our drivers license third isnt this supposed with millions then why the hell are there even age restrictions certain fourth chatting with others was literally one the main aspects roblox because communication how can have friends and besides even there are some people you can already censor what they say fifth you never look into thst have several bugs and glitches fact you barely pay attention hackers sixth all asked for the oof sound back and all are grateful but asked for commutation and you decide not listen seventh most the banned for reason because said something such shut and banned for about days and lastly that pisses off much you don even bat eye about daters hackers bullies and when someone says the most simplest exist you tag please remove some these not asking for all but some,6,8
