app_id,game_title,developer,reviews_collected,pages_collected,request_failed
1563121109,Shattered Pixel Dungeon,Evan Debenham,50,0,False
1385258906,Mindustry,Anton Kramskoi,50,0,False
6468845068,GTA: San Andreas – Definitive,Rockstar Games,50,0,False
564874986,Backflip Madness,Gamesoul Studio,0,0,False
1261834568,Shadow Fight 2 Special Edition,Nekki Limited,50,0,False
1474716211,60 Seconds! Reatomized,Robot Gentleman sp. z o.o.,50,0,False
6450008138,Strange Horticulture,Plug In Digital,50,0,False
6633412890,Tiny Terraces,Jaxon Gallegos Garcia,50,0,False
1113736426,RollerCoaster Tycoon® Classic,Atari,50,0,False
1439262206,Root Board Game,Dire Wolf Digital,50,0,False
6508165149,Dungeon Clawler,Stray Fawn Studio,50,0,False
6473001577,Aerofly FS Global,IPACS,50,0,False
1117405948,The Game of Life,Marmalade Game Studio,50,0,False
1609683141,Dirt Trackin 3,"BENNETT RACING SIMULATIONS, LLC",50,0,False
6478639011,Subnautica,Unknown Worlds,50,0,False
1533979882,Northgard,Playdigious,50,0,False
1610947489,Poppy Playtime Chapter 1,"Mob Entertainment, Inc",50,0,False
1439187947,Rebel Inc.,Ndemic Creations,50,0,False
1207867591,Papa's Taco Mia To Go!,Flipline Studios,50,0,False
388857410,Blackjack & Card Counting Pro,Dealer Bust Time LLC,50,0,False
1462324486,Papa's Donuteria To Go!,Flipline Studios,50,0,False
6761413198,That's not my Neighbor.,Jurre Vos,14,1,False
6761881202,Flick Home Run 2,infinity pocket,14,1,False
